date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:05	65018/65018	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-fdfa%22	http://light.pinsupreme.com/img/portfolio16.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/portfolio16.jpg	(from http://light.pinsupreme.com/)
17:07:05	2350/2350	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-92e%22	http://light.pinsupreme.com/img/flags-icons/ca.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/flags-icons/ca.png	(from http://light.pinsupreme.com/)
17:07:09	19188/19188	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-4af4%22	http://light.pinsupreme.com/bower_components/popper.js/dist/umd/popper.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/popper.js/dist/umd/popper.min.js	(from http://light.pinsupreme.com/)
17:07:11	82229/82229	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-14135%22	http://light.pinsupreme.com/img/portfolio6.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/portfolio6.jpg	(from http://light.pinsupreme.com/)
17:07:19	86927/86927	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1538f%22	http://light.pinsupreme.com/bower_components/jquery/dist/jquery.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/jquery/dist/jquery.min.js	(from http://light.pinsupreme.com/)
17:07:21	5719/5719	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1657%22	http://light.pinsupreme.com/bower_components/jquery-bar-rating/dist/jquery.barrating.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/jquery-bar-rating/dist/jquery.barrating.min.js	(from http://light.pinsupreme.com/)
17:07:23	74922/74922	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-124aa%22	http://light.pinsupreme.com/bower_components/select2/dist/js/select2.full.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/select2/dist/js/select2.full.min.js	(from http://light.pinsupreme.com/)
17:07:25	7729/7729	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1e31%22	http://light.pinsupreme.com/bower_components/bootstrap-validator/dist/validator.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap-validator/dist/validator.min.js	(from http://light.pinsupreme.com/)
17:07:27	131543/131543	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-201d7%22	http://light.pinsupreme.com/bower_components/moment/moment.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/moment/moment.js	(from http://light.pinsupreme.com/)
17:07:34	40897/40897	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-9fc1%22	http://light.pinsupreme.com/bower_components/ion.rangeSlider/js/ion.rangeSlider.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/ion.rangeSlider/js/ion.rangeSlider.min.js	(from http://light.pinsupreme.com/)
17:07:34	157843/157843	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-26893%22	http://light.pinsupreme.com/bower_components/chart.js/dist/Chart.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/chart.js/dist/Chart.min.js	(from http://light.pinsupreme.com/)
17:07:36	71115/71115	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-115cb%22	http://light.pinsupreme.com/bower_components/bootstrap-daterangepicker/daterangepicker.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap-daterangepicker/daterangepicker.js	(from http://light.pinsupreme.com/)
17:07:36	3752/3752	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-ea8%22	http://light.pinsupreme.com/bower_components/editable-table/mindmup-editabletable.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/editable-table/mindmup-editabletable.js	(from http://light.pinsupreme.com/)
17:07:37	1966/1966	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-7ae%22	http://light.pinsupreme.com/bower_components/datatables.net-bs/js/dataTables.bootstrap.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/datatables.net-bs/js/dataTables.bootstrap.min.js	(from http://light.pinsupreme.com/)
17:07:46	73563/73563	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-11f5b%22	http://light.pinsupreme.com/bower_components/dropzone/dist/dropzone.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/dropzone/dist/dropzone.js	(from http://light.pinsupreme.com/)
17:07:49	81906/81906	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-13ff2%22	http://light.pinsupreme.com/bower_components/datatables.net/js/jquery.dataTables.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/datatables.net/js/jquery.dataTables.min.js	(from http://light.pinsupreme.com/)
17:07:51	25535/25535	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-63bf%22	http://light.pinsupreme.com/bower_components/perfect-scrollbar/js/perfect-scrollbar.jquery.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/perfect-scrollbar/js/perfect-scrollbar.jquery.min.js	(from http://light.pinsupreme.com/)
17:07:53	25045/25045	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-61d5%22	http://light.pinsupreme.com/bower_components/tether/dist/js/tether.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/tether/dist/js/tether.min.js	(from http://light.pinsupreme.com/)
17:07:55	4359/4359	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1107%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/util.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/util.js	(from http://light.pinsupreme.com/)
17:07:56	4948/4948	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1354%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/alert.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/alert.js	(from http://light.pinsupreme.com/)
17:07:57	5221/5221	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1465%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/button.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/button.js	(from http://light.pinsupreme.com/)
17:07:58	42863/42863	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-a76f%22	http://light.pinsupreme.com/bower_components/slick-carousel/slick/slick.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/slick-carousel/slick/slick.min.js	(from http://light.pinsupreme.com/)
17:08:00	11524/11524	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-2d04%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/collapse.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/collapse.js	(from http://light.pinsupreme.com/)
17:08:00	15569/15569	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-3cd1%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/carousel.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/carousel.js	(from http://light.pinsupreme.com/)
17:08:02	15011/15011	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-3aa3%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/dropdown.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/dropdown.js	(from http://light.pinsupreme.com/)
17:08:03	18307/18307	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-4783%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/modal.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/modal.js	(from http://light.pinsupreme.com/)
17:08:04	7472/7472	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-1d30%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/tab.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/tab.js	(from http://light.pinsupreme.com/)
17:08:05	6301/6301	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-189d%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/popover.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/popover.js	(from http://light.pinsupreme.com/)
17:08:07	19826/19826	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-4d72%22	http://light.pinsupreme.com/bower_components/bootstrap/js/dist/tooltip.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/bootstrap/js/dist/tooltip.js	(from http://light.pinsupreme.com/)
17:08:07	10168/10168	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-27b8%22	http://light.pinsupreme.com/js/demo_customizer.js?version=4.4.1	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/js/demo_customizerce5a.js	(from http://light.pinsupreme.com/)
17:08:09	212683/212683	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-33ecb%22	http://light.pinsupreme.com/bower_components/fullcalendar/dist/fullcalendar.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/fullcalendar/dist/fullcalendar.min.js	(from http://light.pinsupreme.com/)
17:08:10	0/0	---M--	200	added ('OK')	text/css	etag:%22616070693%22	http://fast.fonts.net/t/1.css?apiType=css&projectid=487b73f1-c2d1-43db-8526-db577e4c822b	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/fast.fonts.net/t/1.8c107a.delayed	(from http://fast.fonts.net/cssapi/487b73f1-c2d1-43db-8526-db577e4c822b.css)
17:08:11	29262/29262	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-724e%22	http://light.pinsupreme.com/js/main.js?version=4.4.1	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/js/maince5a.js	(from http://light.pinsupreme.com/)
17:08:13	9482/9482	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-250a%22	http://light.pinsupreme.com/img/card4.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/card4.png	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:14	1559/1559	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-617%22	http://light.pinsupreme.com/img/card2.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/card2.png	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:14	657/657	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-291%22	http://light.pinsupreme.com/img/card3.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/card3.png	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:17	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/www.google-analytics.com/analytics.js	(from http://light.pinsupreme.com/)
17:08:17	15596/15596	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-3cec%22	http://light.pinsupreme.com/img/market-google-play.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/market-google-play.png	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:19	7335/7335	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-1ca7%22	http://light.pinsupreme.com/img/avatar7.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/avatar7.jpg	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:20	3528/3528	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-dc8%22	http://light.pinsupreme.com/img/company5.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/company5.png	(from http://light.pinsupreme.com/apps_support_dashboard.html)
17:08:23	17609/17609	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-44c9%22	http://light.pinsupreme.com/img/company1.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/company1.png	(from http://light.pinsupreme.com/apps_support_dashboard.html)
17:08:23	89084/89084	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-15bfc%22	http://light.pinsupreme.com/img/profile_bg1.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/profile_bg1.jpg	(from http://light.pinsupreme.com/users_profile_big.html)
17:08:24	45421/45421	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-b16d%22	http://light.pinsupreme.com/img/phone1.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/phone1.png	(from http://light.pinsupreme.com/apps_crypto.html)
17:08:25	5164/5164	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-142c%22	http://light.pinsupreme.com/img/flags-icons/uk.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/flags-icons/uk.png	(from http://light.pinsupreme.com/apps_support_dashboard.html)
17:08:25	10275/10275	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-2823%22	http://light.pinsupreme.com/img/company3.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/company3.png	(from http://light.pinsupreme.com/apps_support_dashboard.html)
17:08:25	8312/8312	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-2078%22	http://light.pinsupreme.com/img/avatar5.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/avatar5.jpg	(from http://light.pinsupreme.com/apps_projects.html)
17:08:26	1103/1103	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-44f%22	http://light.pinsupreme.com/img/card1.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/card1.png	(from http://light.pinsupreme.com/apps_bank.html)
17:08:26	8418/8418	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-20e2%22	http://light.pinsupreme.com/img/avatar6.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/avatar6.jpg	(from http://light.pinsupreme.com/apps_projects.html)
17:08:26	3527/3527	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-dc7%22	http://light.pinsupreme.com/img/company2.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/company2.png	(from http://light.pinsupreme.com/apps_bank.html)
17:08:26	5382/5382	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-1506%22	http://light.pinsupreme.com/img/company4.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/company4.png	(from http://light.pinsupreme.com/apps_bank.html)
17:08:27	466/466	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-1d2%22	http://light.pinsupreme.com/bower_components/dragula.js/dist/dragula.min.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/dragula.js/dist/dragula.min.css	(from http://light.pinsupreme.com/apps_pipeline.html)
17:08:28	11396/11396	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-2c84%22	http://light.pinsupreme.com/bower_components/dragula.js/dist/dragula.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/dragula.js/dist/dragula.min.js	(from http://light.pinsupreme.com/apps_pipeline.html)
17:08:29	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202019%2017:08:29%20GMT	http://light.pinsupreme.com/'img/avatar1.jpg'	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/'img/avatar1.jpg'	(from http://light.pinsupreme.com/apps_support_index.html)
17:08:30	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202019%2017:08:30%20GMT	http://light.pinsupreme.com/'img/avatar3.jpg'	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/'img/avatar3.jpg'	(from http://light.pinsupreme.com/apps_support_index.html)
17:08:31	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202019%2017:08:31%20GMT	http://light.pinsupreme.com/'img/avatar4.jpg'	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/'img/avatar4.jpg'	(from http://light.pinsupreme.com/apps_support_index.html)
17:08:31	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202019%2017:08:31%20GMT	http://light.pinsupreme.com/'img/avatar5.jpg'	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/'img/avatar5.jpg'	(from http://light.pinsupreme.com/apps_support_index.html)
17:08:32	65/65	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-41%22	http://light.pinsupreme.com/js/popup_chat_trigger_demo.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/js/popup_chat_trigger_demo.js	(from http://light.pinsupreme.com/misc_chat.html)
17:08:32	3428/3428	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-d64%22	http://light.pinsupreme.com/bower_components/ion.rangeSlider/css/ion.rangeSlider.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/ion.rangeSlider/css/ion.rangeSlider.css	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:33	17542/17542	---MCZ	200	added ('OK')	text/html	etag:W/%225cf0a9aa-4486%22	http://light.pinsupreme.com/rentals_single.html	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/rentals_single.html	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:40	626455/626455	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-98f17%22	http://light.pinsupreme.com/bower_components/ckeditor/ckeditor.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/bower_components/ckeditor/ckeditor.js	(from http://light.pinsupreme.com/)
17:08:41	1529/1529	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-5f9%22	http://light.pinsupreme.com/js/main_rentals.js?version=4.4.1	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/js/main_rentalsce5a.js	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:41	53145/53145	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-cf99%22	http://light.pinsupreme.com/img/property2.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/property2.jpg	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:41	50091/50091	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-c3ab%22	http://light.pinsupreme.com/img/property1.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/property1.jpg	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:41	693/693	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-2b5%22	http://light.pinsupreme.com/img/logo2.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/logo2.png	(from http://light.pinsupreme.com/misc_invoice.html)
17:08:42	971/971	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-3cb%22	http://light.pinsupreme.com/img/logo-big.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/logo-big.png	(from http://light.pinsupreme.com/auth_login.html)
17:08:42	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202019%2017:08:42%20GMT	http://light.pinsupreme.com/auth/login.html	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/auth/login.html	(from http://light.pinsupreme.com/auth_lock.html)
17:08:43	2559/2559	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-9ff%22	http://light.pinsupreme.com/img/plan1.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/plan1.png	(from http://light.pinsupreme.com/misc_pricing_plans.html)
17:08:43	2608/2608	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-a30%22	http://light.pinsupreme.com/img/plan2.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/plan2.png	(from http://light.pinsupreme.com/misc_pricing_plans.html)
17:08:43	2856/2856	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-b28%22	http://light.pinsupreme.com/img/plan3.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/plan3.png	(from http://light.pinsupreme.com/misc_pricing_plans.html)
17:08:44	2923/2923	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-b6b%22	http://light.pinsupreme.com/img/plan4.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/plan4.png	(from http://light.pinsupreme.com/misc_pricing_plans.html)
17:08:46	1337/1337	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-539%22	http://light.pinsupreme.com/img/social-icons/twitter.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/social-icons/twitter.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:46	151243/151243	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-24ecb%22	http://light.pinsupreme.com/img/property3.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/property3.jpg	(from http://light.pinsupreme.com/rentals_index_grid.html)
17:08:46	10436/10436	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-28c4%22	http://light.pinsupreme.com/img/bigicon7.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/bigicon7.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:47	642/642	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-282%22	http://light.pinsupreme.com/img/social-icons/facebook.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/social-icons/facebook.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:47	687/687	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-2af%22	http://light.pinsupreme.com/img/social-icons/linkedin.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/social-icons/linkedin.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:47	24607/24607	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-601f%22	http://light.pinsupreme.com/img/bigicon1.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/bigicon1.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:47	1123/1123	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-463%22	http://light.pinsupreme.com/img/social-icons/instagram.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/social-icons/instagram.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:48	8287/8287	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-205f%22	http://light.pinsupreme.com/img/market-ios.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/market-ios.png	(from http://light.pinsupreme.com/emails_welcome.html)
17:08:50	7039/7039	---M--	200	added ('OK')	image/png	etag:%225cf0a9aa-1b7f%22	http://light.pinsupreme.com/img/flags-icons/es.png	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/flags-icons/es.png	(from http://light.pinsupreme.com/tables_regular.html)
17:08:50	2075/2075	---M--	200	added ('OK')	application/javascript	etag:%225cf0a9aa-81b%22	http://light.pinsupreme.com/js/dataTables.bootstrap4.min.js	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/js/dataTables.bootstrap4.min.js	(from http://light.pinsupreme.com/tables_datatables.html)
17:08:50	12958/12958	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-329e%22	http://light.pinsupreme.com/icon_fonts_assets/simple-line-icons/css/simple-line-icons.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/icon_fonts_assets/simple-line-icons/css/simple-line-icons.css	(from http://light.pinsupreme.com/icon_fonts_simple_line_icons.html)
17:08:53	100891/100891	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-18a1b%22	http://light.pinsupreme.com/icon_fonts_assets/feather/style.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/icon_fonts_assets/feather/style.css	(from http://light.pinsupreme.com/icon_fonts_feather.html)
17:08:53	63987/63987	---M--	200	added ('OK')	image/jpeg	etag:%225cf0a9aa-f9f3%22	http://light.pinsupreme.com/img/email-header-img.jpg	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/img/email-header-img.jpg	(from http://light.pinsupreme.com/emails_order.html)
17:08:53	16435/16435	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-4033%22	http://light.pinsupreme.com/icon_fonts_assets/themefy/themify-icons.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/icon_fonts_assets/themefy/themify-icons.css	(from http://light.pinsupreme.com/icon_fonts_themefy.html)
17:08:55	61309/61309	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-ef7d%22	http://light.pinsupreme.com/icon_fonts_assets/picons-thin/style.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/icon_fonts_assets/picons-thin/style.css	(from http://light.pinsupreme.com/icon_fonts_picons_thin.html)
17:08:56	11099/11099	---M--	200	added ('OK')	text/css	etag:%225cf0a9aa-2b5b%22	http://light.pinsupreme.com/icon_fonts_assets/dripicons/webfont.css	C:/Users/Dennis%20Effa%20Amponsah/Desktop/TPMS/light.pinsupreme.com/icon_fonts_assets/dripicons/webfont.css	(from http://light.pinsupreme.com/icon_fonts_dripicons.html)
